,date,country_code,project,article,qid,pageviews,total_pageviews,language
4651,2024-08-05,JP,ja.wikipedia,バングラデシュ,Q902,17219,57864,ja
4658,2024-07-26,FI,fi.wikipedia,Olympialaiset,Q5389,11816,57830,fi
4666,2024-07-28,AU,en.wikipedia,2024_CrowdStrike_incident,,146,57762,en
4702,2024-08-11,RO,hu.wikipedia,Az_olimpiai_játékok_éremtáblázata,Q208519,364,57398,hu
4705,2024-08-04,SE,en.wikipedia,Valentina_Gottardi,,399,57335,en
4716,2024-07-26,PT,pt.wikipedia,Jogos_Olímpicos_de_Verão_de_2028,Q1451505,1186,57142,pt
4739,2024-08-06,JP,ja.wikipedia,安楽宙斗,,1159,56957,ja
4770,2024-08-09,PH,en.wikipedia,Hanumankind,,141,56707,en
4782,2024-08-10,DE,de.wikipedia,Bangladesch,Q902,1070,56541,de
4899,2024-08-07,PL,pl.wikipedia,Letnie_Igrzyska_Olimpijskie_2028,Q1451505,2027,55720,pl
4906,2024-07-29,US,en.wikipedia,Filippo_Macchi,,671,55671,en
4916,2024-07-29,US,zh.wikipedia,西蒙·拜爾斯,Q7520267,926,55576,zh
4938,2024-08-11,LT,en.wikipedia,Voepass_Linhas_Aéreas_Flight_2283,,132,55400,en
4958,2024-07-30,US,es.wikipedia,Juegos_Olímpicos_de_Los_Ángeles_2028,Q1451505,130,55219,es
5007,2024-08-06,CH,de.wikipedia,Hasina_Wajed,Q52183,803,54884,de
5055,2024-08-07,UA,ru.wikipedia,Линь_Юйтин,Q16905504,181,54464,ru
5098,2024-08-07,JP,ja.wiktionary,くろうと,,233,54143,ja
5120,2024-08-03,PL,ru.wikipedia,"Ринер,_Тедди",Q353514,186,54002,ru
5171,2024-07-28,CA,zh.wikipedia,迈克尔·菲尔普斯,Q39562,164,53671,zh
5238,2024-08-06,US,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_pole_vault,,4690,53154,en
5250,2024-08-04,AT,de.wikipedia,Doctor_Doom_(Comic),Q430178,94,53069,de
5297,2024-08-04,IN,hi.wikipedia,नीरज_चोपड़ा,Q24955843,606,52733,hi
5313,2024-08-06,GB,en.wikipedia,2024_Serbia_men's_Olympic_basketball_team,,140,52672,en
5322,2024-08-11,RO,en.wikipedia,2024_Battle_of_Kursk,,763,52549,en
5325,2024-08-02,IN,en.wikipedia,NXT_No_Mercy_(2024),,352,52546,en
5330,2024-07-31,US,foundation.wikimedia,Mission_statement,,2762,52486,foundation
5407,2024-08-09,US,en.wikipedia,Nahid_Islam,,903,52000,en
5408,2024-08-09,US,en.wikipedia,Hurricane_Debby_(2024),,7881,51997,en
5415,2024-07-28,KG,ru.wikipedia,"Фелпс,_Майкл",Q39562,170,51945,ru
5465,2024-08-05,TH,th.wikipedia,กีฬาโอลิมปิก,Q5389,2943,51655,th
5534,2024-08-09,JP,ja.wikipedia,ブラックペアン,,1516,51164,ja
5571,2024-07-31,CH,fr.wikipedia,Deadpool_et_Wolverine,Q102180106,141,50978,fr
5572,2024-08-06,IL,en.wikipedia,100_Meter_Dash,Q164761,242,50974,en
5602,2024-08-05,DE,en.wikipedia,Pau_Echaniz,,136,50744,en
5653,2024-08-06,PL,foundation.wikimedia,Home,,98,50419,foundation
5694,2024-08-04,PL,pl.wikipedia,Polska_na_Letnich_Igrzyskach_Olimpijskich_2024,,3253,50165,pl
5742,2024-08-02,JP,ja.wikipedia,2028年ロサンゼルスオリンピック,Q1451505,1847,49894,ja
5747,2024-07-27,JP,ja.wikipedia,ノバク・ジョコビッチ,Q5812,2337,49856,ja
5752,2024-07-27,DE,ar.wikipedia,الألعاب_الأولمبية,Q5389,255,49813,ar
5773,2024-08-07,UA,uk.wikipedia,Таблиця_медалей_літніх_Олімпійських_ігор_2024,,2332,49618,uk
5783,2024-08-08,DE,de.wikipedia,Siebenkampf,Q243264,13590,49543,de
5796,2024-08-09,IL,he.wikipedia,המשחקים_האולימפיים,Q5389,2360,49496,he
5827,2024-08-04,US,zh.wikipedia,諾瓦克·喬科維奇,Q5812,1872,49322,zh
5876,2024-08-08,IN,bn.wikipedia,নাহিদ_ইসলাম,,103,49007,bn
5886,2024-07-26,IN,en.wiktionary,rainbow_kiss,,572,48914,en
6000,2024-08-02,ID,id.wikipedia,Olimpiade,Q5389,1181,48255,id
6061,2024-07-30,PH,en.wikipedia,Oh_Ye-jin,,123,47910,en
6077,2024-08-08,CY,el.wikipedia,Θερινοί_Ολυμπιακοί_Αγώνες_2024,Q995653,103,47805,el
6110,2024-08-03,RU,ru.wikipedia,"Курмашева,_Алсу_Хамидовна",,2777,47612,ru
6144,2024-08-10,JP,ja.wikipedia,オリンピック,Q5389,2825,47394,ja
6172,2024-08-07,CH,de.wikipedia,Michael_Günther_Bard,,832,47250,de
6185,2024-07-29,GB,zh.wikipedia,湯姆·戴利,Q313885,645,47195,zh
6215,2024-07-28,CA,ru.wikipedia,Виктор_фон_Дум,Q430178,124,47011,ru
6236,2024-08-07,RU,ru.wikipedia,"Джокович,_Новак",Q5812,1036,46906,ru
6250,2024-07-30,IN,mr.wikipedia,क्लिओपात्रा,Q635,2749,46818,mr
6294,2024-08-10,JP,ja.wikipedia,ステフィン・カリー,Q352159,6261,46621,ja
6302,2024-08-05,JP,ja.wikipedia,ドクター・ドゥーム,Q430178,535,46590,ja
6325,2024-08-04,HU,hu.wikipedia,Olimpiai_játékok,Q5389,3722,46484,hu
6330,2024-07-29,IT,it.wikipedia,Hellboy:_The_Crooked_Man,,313,46464,it
6354,2024-08-06,MY,zh.wikipedia,死侍與金鋼狼,Q102180106,286,46325,zh
6365,2024-08-08,DE,ru.wikipedia,"Рейнольдс,_Райан",Q192682,119,46266,ru
6382,2024-08-04,US,en.wikipedia,Marina_Lubian,,111,46166,en
6445,2024-08-06,TW,zh.wikipedia,2024年夏季奧林匹克運動會羽毛球混合雙打比賽,,245,45868,zh
6451,2024-07-28,JP,ja.wikipedia,ビクター・ウェンバンヤマ,Q72941595,1717,45846,ja
6457,2024-08-07,US,en.wikipedia,Public_image_of_Kamala_Harris,,4928,45801,en
6464,2024-08-09,IN,en.wikipedia,2024_Bangladesh_Interim_Government,,3468,45769,en
6504,2024-07-29,AT,de.wikipedia,Park_Fire,,337,45519,de
6523,2024-07-31,JP,ja.wikipedia,近代オリンピックでの国・地域別メダル総獲得数一覧,Q208519,1962,45409,ja
6585,2024-08-11,TW,zh.wikipedia,法證先鋒6_倖存者的救贖,,820,44981,zh
6676,2024-07-30,PE,es.wikipedia,100_metros,Q164761,117,44487,es
6711,2024-07-26,SG,meta.wikimedia,Steward_requests/Global_permissions,,97,44332,meta
6818,2024-08-05,AT,de.wikipedia,Trap:_No_Way_Out,Q124077893,334,43727,de
6820,2024-08-05,DE,en.wikipedia,Sonja_Greinacher,,294,43718,en
6831,2024-08-03,GR,el.wikipedia,Άρμαντ_Ντουπλάντις,Q20740797,1478,43688,el
6905,2024-08-04,US,en.wikipedia,Joaquín_Guzmán_López,,344,43338,en
6981,2024-08-08,BG,bg.wikipedia,Летни_олимпийски_игри_2024,Q995653,2237,42994,bg
6987,2024-08-06,RO,ro.wikipedia,Jocurile_Olimpice_de_vară_din_2024,Q995653,1432,42966,ro
6989,2024-07-26,PR,es.wikipedia,Juegos_Olímpicos_de_2028,Q1451505,109,42963,es
7105,2024-07-31,PL,pl.wikipedia,Klasyfikacja_medalowa_Letnich_Igrzysk_Olimpijskich_2020,Q61440363,1716,42458,pl
7118,2024-08-01,FR,ru.wikipedia,"Байлз,_Симона",Q7520267,217,42383,ru
7124,2024-08-09,JP,ja.wikipedia,龍野高校テニス部熱中症重度障害事件,,466,42367,ja
7162,2024-07-28,US,en.wikipedia,Lauren_Scruggs_(fencer),,4131,42209,en
7209,2024-07-28,JP,ja.wikipedia,マイケル・フェルプス,Q39562,3269,42020,ja
7211,2024-07-30,NZ,en.wikipedia,Gymnastics_at_the_2024_Summer_Olympics_-_Men's_artistic_team_all-around,,124,42018,en
7245,2024-08-02,JP,ja.wikipedia,ライアン・レイノルズ,Q192682,1857,41838,ja
7252,2024-08-10,JP,ja.wikipedia,ユスフ・ディケチ,,4286,41804,ja
7289,2024-08-11,IQ,ar.wikipedia,كليوباترا,Q635,670,41669,ar
7336,2024-08-02,ID,ms.wikipedia,Dedaun_Hijau_Di_Angin_Lalu,,205,41462,ms
7394,2024-07-26,BE,fr.wikipedia,Ville_olympique,Q2597028,468,41201,fr
7424,2024-08-02,JP,zh.wikipedia,披荆斩棘_(第四季),,101,41085,zh
7430,2024-07-27,JP,ja.wikipedia,レブロン・ジェームズ,Q36159,1878,41044,ja
7481,2024-08-03,JP,ja.wiktionary,あ,,332,40849,ja
7525,2024-08-03,SE,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_decathlon,,224,40677,en
7533,2024-08-04,BE,fr.wikipedia,Décès_en_août_2024,,208,40623,fr
7554,2024-08-02,IT,it.wikipedia,Eptathlon,Q243264,373,40544,it
7563,2024-08-08,PL,pl.wikipedia,Siedmiobój_lekkoatletyczny,Q243264,20388,40507,pl
7564,2024-07-30,DE,fa.wikipedia,بازی‌های_المپیک_تابستانی_۲۰۲۴,Q995653,543,40497,fa
7611,2024-08-07,IT,it.wikipedia,Podi_della_XXXIII_Olimpiade,,2193,40362,it
7616,2024-07-28,SG,meta.wikimedia,Steward_requests/Permissions,,4873,40345,meta
7662,2024-08-08,CH,de.wikipedia,Sha’Carri_Richardson,Q64514634,121,40179,de
7676,2024-08-05,US,en.wikipedia,2024_Venezuelan_protests,,1348,40115,en
7680,2024-08-04,CA,en.wikipedia,Attempted_assassination_of_Donald_Trump,,574,40101,en
7689,2024-08-05,KR,ko.wikipedia,2024년_하계_올림픽,Q995653,2605,40068,ko
7727,2024-07-28,UA,ru.wikipedia,"Лайвли,_Блейк",Q162959,471,39925,ru
7775,2024-08-07,ES,es.wikipedia,La_trampa_(película_de_2024),Q124077893,1318,39745,es
7791,2024-07-30,RU,ru.wiktionary,пополнить,,4141,39670,ru
7820,2024-08-09,DE,hu.wikipedia,Márton_Viviana,,173,39567,hu
7851,2024-07-31,PT,pt.wikipedia,A_Festa_dos_Deuses,,470,39474,pt
7921,2024-08-01,DE,de.wikipedia,Olympische_Winterspiele_2026,Q4630399,1022,39234,de
8092,2024-08-04,KZ,ru.wikipedia,Медальный_зачёт_на_летних_Олимпийских_играх_2024,,588,38624,ru
8093,2024-08-09,JP,ja.wikipedia,ツイスターズ,Q115932556,1850,38620,ja
8111,2024-07-26,UA,ru.wikipedia,Убийство_Ирины_Фарион,,1316,38553,ru
8154,2024-07-30,US,en.wikipedia,Taryn_Kloth,,3118,38398,en
8175,2024-07-27,MD,ru.wikipedia,"Дион,_Селин",Q5105,108,38327,ru
8184,2024-08-04,SG,en.wikipedia,Lim_Si-hyeon,,271,38287,en
8196,2024-08-08,BR,pt.wikipedia,Santa_Lúcia,Q760,626,38254,pt
8201,2024-07-26,MD,ru.wikipedia,Камала_Харрис,Q10853588,208,38233,ru
8256,2024-07-27,AU,en.wikipedia,Withdrawal_of_Joe_Biden_from_the_2024_United_States_presidential_election,,346,38057,en
8257,2024-07-29,TW,zh.wikipedia,2024年夏季奧林匹克運動會乒乓球男子團體比賽,,538,38056,zh
8270,2024-08-08,US,en.wikipedia,Opinion_polling_for_the_next_United_Kingdom_general_election,,360,38006,en
8314,2024-08-03,DE,de.wikipedia,Leonie_Märtens,,293,37856,de
8315,2024-08-04,MY,zh.wikipedia,2024年夏季奧林匹克運動會羽毛球女子雙打比賽,,175,37848,zh
8375,2024-08-04,FR,fr.wikipedia,Le_Festin_des_dieux,,201,37667,fr
8396,2024-08-07,RU,ru.wikipedia,"Джекман,_Хью",Q129591,1758,37619,ru
8408,2024-08-06,JP,ja.wikipedia,デッドプール,Q1631090,1307,37597,ja
8435,2024-07-31,BE,en.wikipedia,Fouad_Shuker,,225,37497,en
8495,2024-08-05,ID,id.wiktionary,titik,,2126,37283,id
8533,2024-08-04,DE,de.wikipedia,Deadpool_(Film),Q19347291,2032,37187,de
8540,2024-07-27,US,wikitech.wikimedia,Portal:Toolforge,,932,37168,wikitech
8652,2024-08-03,PL,pl.wikipedia,Bieg_na_100_metrów,Q164761,6165,36780,pl
8689,2024-07-31,AU,en.wikipedia,Boxing_at_the_2024_Summer_Olympics_–_Women's_75_kg,,117,36663,en
8727,2024-08-04,EC,es.wikipedia,Rafa_Nadal,Q10132,312,36524,es
8741,2024-08-09,IL,ru.wikipedia,"Кушнир,_Павел_Михайлович",,213,36497,ru
8746,2024-08-10,TW,zh.wikipedia,李珠珢,,1118,36476,zh
8857,2024-07-27,JP,ja.wikipedia,カール・ルイス,Q131237,8406,36142,ja
8896,2024-08-04,JP,en.wikipedia,Tokyo_Swindlers,,182,36018,en
8947,2024-08-07,AT,de.wikipedia,Tommy_Robinson,Q2345201,240,35848,de
9025,2024-08-03,JP,ja.wikipedia,潮吹き_(女性器),,2136,35639,ja
9070,2024-08-03,IN,hi.wikipedia,ओलम्पिक_खेल,Q5389,942,35504,hi
9093,2024-08-05,SG,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Women's_200_metres,,218,35440,en
9099,2024-08-11,MY,zh.wikipedia,都市懼集,,179,35418,zh
9128,2024-08-08,BA,bs.wikipedia,Olimpijske_igre_2024.,Q995653,593,35338,bs
9131,2024-08-04,IN,en.wikipedia,Krishna_Shroff,,2033,35331,en
9146,2024-08-08,US,bn.wikipedia,আসিফ_মাহমুদ,,170,35293,bn
9232,2024-07-29,US,zh.wikipedia,腦筋急轉彎2,Q113877606,130,35056,zh
9251,2024-07-26,JP,ja.wikipedia,ヒュー・ジャックマン,Q129591,3607,34987,ja
9293,2024-07-29,JP,ja.wikipedia,ケリー・デグチ,,12014,34852,ja
9357,2024-08-06,SE,sv.wikipedia,Olympiska_sommarspelen_2024,Q995653,1697,34696,sv
9383,2024-08-07,SE,sv.wikipedia,Olympiska_spelen,Q5389,1201,34621,sv
9425,2024-08-07,BR,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,,108,34541,en
9426,2024-07-26,AU,en.wikipedia,"What_can_be,_unburdened_by_what_has_been",,455,34541,en
9427,2024-08-08,JP,ja.wikipedia,シモーネ・バイルズ,Q7520267,843,34541,ja
9464,2024-08-02,RU,ru.wiktionary,волчий_билет,,2621,34435,ru
9542,2024-08-06,DE,ru.wikipedia,"Маск,_Илон",Q317521,95,34257,ru
9569,2024-07-29,GB,en.wikipedia,Brooke_Schofield,,98,34171,en
9586,2024-08-09,RO,hu.wikipedia,A_2020._évi_nyári_olimpiai_játékok_éremtáblázata,Q61440363,153,34125,hu
9644,2024-08-04,US,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_4_×_100_metres_relay,,414,33981,en
9683,2024-08-07,PL,en.wikipedia,Timeline_of_the_Russian_invasion_of_Ukraine_(1_August_2024_–_present),,140,33868,en
9698,2024-08-01,GB,en.wikipedia,Ronald_L._Rowe_Jr.,,110,33825,en
9779,2024-08-01,JP,ja.wikipedia,ナディア・コマネチ,Q33228,1574,33566,ja
9881,2024-07-28,TW,zh.wikipedia,無路可走：輪盤賭,,544,33275,zh
9920,2024-07-30,MX,en.wikipedia,The_Red_Sowing,,108,33193,en
9923,2024-08-02,CL,es.wikipedia,Thomas_Daley,Q313885,193,33189,es
9974,2024-07-26,PH,en.wikipedia,Typhoon_Gaemi,,1818,33046,en
10006,2024-07-28,TW,zh.wikipedia,王郁文,,1278,32930,zh
10048,2024-07-30,PL,pl.wikipedia,Klasyfikacja_medalowa_Letnich_Igrzysk_Olimpijskich_2024,,1490,32820,pl
10136,2024-08-07,US,en.wikipedia,The_Inheritance_(2024_film),,2386,32599,en
10241,2024-07-28,AR,es.wikipedia,Twisters,Q115932556,172,32324,es
10299,2024-08-08,CH,fr.wikipedia,100_mètres_(athlétisme),Q164761,93,32196,fr
10384,2024-07-30,FR,fr.wikipedia,Décès_en_2024,Q123489953,1900,32012,fr
10514,2024-07-30,FR,bn.wikipedia,২০২৪-এ_বাংলাদেশে_কোটা_সংস্কার_আন্দোলন,,126,31669,bn
10535,2024-07-31,DK,en.wikipedia,2024_Haret_Hreik_airstrike,,161,31631,en
10587,2024-07-26,UA,ru.wikipedia,"Бакальчук,_Владислав_Сергеевич",,148,31484,ru
10643,2024-07-28,IN,en.wikipedia,Georgie_&_Mandy's_First_Marriage,,134,31350,en
10708,2024-07-27,RU,ru.wikipedia,"Коррин,_Эмма",Q63086179,1541,31205,ru
10721,2024-07-29,BE,fr.wikipedia,Saison_2_de_House_of_the_Dragon,,99,31166,fr
10731,2024-07-28,BD,bn.wikipedia,বাংলাদেশ,Q902,685,31153,bn
10834,2024-08-03,JP,ja.wikisource,大祓詞_(神社本庁例文),,221,30902,ja
10844,2024-08-05,IL,ar.wikipedia,بنغلاديش,Q902,804,30876,ar
10975,2024-08-09,KG,ru.wikipedia,Общий_медальный_зачёт_Олимпийских_игр,Q208519,220,30622,ru
10982,2024-07-30,RS,sh.wikipedia,Olimpijske_igre,Q5389,219,30597,sh
10993,2024-08-03,US,zh.wikipedia,伊曼·哈利夫,Q107711236,455,30578,zh
11007,2024-08-01,JP,ja.wikipedia,名村辰,,13771,30560,ja
11087,2024-07-30,GR,el.wikipedia,Νόβακ_Τζόκοβιτς,Q5812,637,30390,el
11147,2024-08-05,TW,zh.wikipedia,萊恩·雷諾斯,Q192682,1152,30258,zh
11172,2024-07-30,IT,en.wikipedia,Zhiying_Zeng,,184,30193,en
11277,2024-07-30,US,zh.wikipedia,死侍,Q1631090,144,29987,zh
11367,2024-08-05,RO,ro.wikipedia,Jocurile_Olimpice,Q5389,900,29816,ro
11422,2024-07-29,JP,zh.wikipedia,台风格美_(2024年),,183,29719,zh
11490,2024-08-06,SG,meta.wikimedia,Steward_requests/Username_changes,,262,29603,meta
11502,2024-08-06,RU,ru.wikipedia,Арман_Дюплантис,Q20740797,6414,29582,ru
11552,2024-08-04,RU,ru.wiktionary,пруд,,1996,29468,ru
11664,2024-08-06,US,ja.wikipedia,シェイク・ハシナ,Q52183,96,29233,ja
11710,2024-08-11,JP,ja.wikipedia,アリサ・トゥルー,,305,29141,ja
11795,2024-08-07,IL,he.wikipedia,מייקל_פלפס,Q39562,741,28967,he
11903,2024-08-01,US,he.wikipedia,קמלה_האריס,Q10853588,97,28761,he
11916,2024-07-29,BE,nl.wikipedia,Olympische_Spelen,Q5389,1221,28728,nl
11934,2024-08-01,TW,zh.wikipedia,曹家宜,,15018,28686,zh
12014,2024-08-04,JP,ja.wikipedia,マル秘の密子さん,,3385,28537,ja
12031,2024-07-27,US,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_3000_metres_steeplechase,,222,28508,en
12066,2024-08-04,US,en.wikipedia,Pushpa:_The_Rise,,189,28464,en
12129,2024-07-26,AT,en.wikipedia,Haliey_Welch,,138,28350,en
12157,2024-08-11,IL,he.wikipedia,טדי_רינר,Q353514,301,28308,he
12164,2024-08-10,IN,hi.wikipedia,शेख_हसीना,Q52183,1583,28296,hi
12236,2024-08-06,UA,ru.wikipedia,Дэдпул_(фильм),Q19347291,330,28167,ru
12245,2024-08-11,TW,zh.wikipedia,願望_(台灣電視劇),,1007,28146,zh
12262,2024-07-31,RU,ru.wiktionary,трак,,2780,28120,ru
12270,2024-08-07,JP,ja.wikipedia,フローレンス・グリフィス＝ジョイナー,Q31082,1731,28111,ja
12322,2024-08-06,US,zh.wikipedia,中国大陆电视剧列表_(2024年),,180,28000,zh
12355,2024-07-31,TW,zh.wikipedia,龍捲風暴_(2024年電影),Q115932556,1365,27937,zh
12360,2024-07-30,MY,zh.wikipedia,孟加拉国,Q902,91,27929,zh
12376,2024-08-11,JP,ja.wikipedia,スヌープ・ドッグ,Q6096,4431,27899,ja
12524,2024-08-05,CA,en.wikipedia,Tania_Moreno,,206,27637,en
12539,2024-08-09,US,en.wikipedia,Long_March_to_Dhaka,,2546,27623,en
12563,2024-08-04,TW,zh.wikipedia,少年白马醉春风,,252,27579,zh
12591,2024-08-07,IT,it.wikipedia,XXV_Giochi_olimpici_invernali,Q4630399,1176,27527,it
12643,2024-08-04,GB,en.wikipedia,Bando_Stone_&_the_New_World,,121,27424,en
12714,2024-07-28,KR,ko.wikipedia,셀린_디옹,Q5105,2924,27315,ko
12780,2024-08-02,BA,sr.wikipedia,Новак_Ђоковић,Q5812,309,27202,sr
12785,2024-07-29,BE,fr.wikipedia,Festin_des_dieux,,223,27197,fr
12798,2024-08-02,KR,ko.wikipedia,카멀라_해리스,Q10853588,1005,27168,ko
12827,2024-08-02,US,en.wikipedia,NXT_Halloween_Havoc_(2024),,683,27114,en
12927,2024-08-05,UA,ru.wikipedia,Летние_Олимпийские_игры_2028,Q1451505,320,26932,ru
13196,2024-08-10,JP,ja.wikipedia,セントルシア,Q760,357,26464,ja
13201,2024-07-30,US,en.wikipedia,Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,,132,26453,en
13225,2024-08-07,IN,en.wikipedia,NXT:_The_Great_American_Bash_(2024),,563,26412,en
13234,2024-07-27,CH,fr.wikipedia,Deadpool_and_Wolverine,Q102180106,158,26382,fr
13333,2024-08-09,ID,id.wiktionary,bahasa_Indonesia,,1479,26198,id
13395,2024-08-11,JP,ja.wikipedia,ティム・ウォルツ,Q2434360,687,26094,ja
13441,2024-08-08,GR,el.wikipedia,Αγία_Λουκία_(χώρα),Q760,376,26036,el
13525,2024-07-27,BG,en.wikipedia,Shooting_at_the_2024_Summer_Olympics_–_Mixed_10_metre_air_rifle_team,,102,25900,en
13705,2024-08-08,DE,de.wikipedia,Noah_Hegge,,103,25649,de
13746,2024-07-26,GB,en.wikipedia,"Ronald_L._Rowe,_Jr.",,181,25577,en
13764,2024-07-28,BE,nl.wikipedia,Olympische_Zomerspelen_2024,Q995653,2042,25553,nl
13793,2024-07-30,PL,pl.wikipedia,Zimowe_Igrzyska_Olimpijskie_2026,Q4630399,874,25513,pl
13796,2024-08-10,PT,pt.wikipedia,Jordan_Díaz,,107,25509,pt
13804,2024-07-30,UA,ru.wikipedia,"Мадуро,_Николас",Q58132,1542,25499,ru
13810,2024-07-29,CH,de.wikipedia,Tramp_Art,,382,25491,de
13845,2024-08-07,CO,es.wikipedia,Pedro_el_escamoso:_más_escamoso_que_nunca,,1711,25445,es
13857,2024-08-02,IL,en.wikipedia,Viyaleta_Bardzilouskaya,,118,25435,en
13865,2024-07-29,US,en.wikipedia,Shooting_at_the_2024_Summer_Olympics_-_Women's_10_metre_air_pistol,,842,25427,en
13933,2024-08-04,US,en.wikipedia,2024_Gillette_Pilatus_PC-12_crash,,576,25341,en
13991,2024-08-11,DE,pl.wiktionary,zajebisty,,97,25266,pl
13995,2024-08-08,IT,en.wikipedia,2024_National_Bank_Open_–_Men's_singles,,361,25261,en
14044,2024-07-29,US,en.wikipedia,Nam_Su-hyeon,,464,25206,en
14052,2024-07-31,GR,el.wikipedia,Θερινοί_Ολυμπιακοί_Αγώνες_2028,Q1451505,987,25200,el
14065,2024-08-04,DE,de.wikipedia,Internationaler_Häftlingsaustausch_im_August_2024,,2385,25183,de
14268,2024-08-11,JP,ja.wikipedia,アルマンド・デュプランティス,Q20740797,1179,24929,ja
14287,2024-08-08,US,en.wikipedia,Ariel_Donoghue,,1361,24905,en
14326,2024-08-06,BR,en.wikipedia,The_Queen_Who_Ever_Was,,162,24848,en
14333,2024-07-27,HU,hu.wikipedia,2020._évi_nyári_olimpiai_játékok,Q181278,1201,24840,hu
14334,2024-08-05,JP,ja.wikipedia,STARTO_ENTERTAINMENT所属のタレント,,1181,24838,ja
14388,2024-08-09,RU,ru.wikipedia,Хронология_вторжения_России_на_Украину_(август_2024),,3967,24767,ru
14431,2024-07-28,AU,en.wikipedia,Shooting_at_the_2024_Summer_Olympics_–_Men's_10_metre_air_pistol,,281,24719,en
14475,2024-08-11,FR,fr.wikipedia,Kim_Min-jong,,157,24650,fr
14501,2024-08-01,IN,mr.wikisource,शंकराची_आरती/लवथवती_विक्राळा_ब्रह्मांडी_माळा,,443,24619,mr
14541,2024-08-10,IN,en.wikipedia,Liu_Qingyi,,494,24553,en
14593,2024-08-11,AR,meta.wikimedia,Wikimedia_Argentina/Programa_Cultura_y_Conocimiento_Abierto/DesafioGLAM,,5345,24479,meta
14636,2024-08-03,SE,sv.wikipedia,Payton_Otterdahl,,937,24414,sv
14683,2024-08-01,RS,sr.wikipedia,Олимпијске_игре,Q5389,718,24359,sr
14738,2024-08-08,ES,en.wiktionary,stentorian,,137,24279,en
14745,2024-08-10,DE,de.wikipedia,VoePass-Linhas-Aéreas-Flug_2283,,11588,24264,de
14754,2024-07-29,TH,th.wikipedia,พรชีวัน_(ละครโทรทัศน์),,2334,24258,th
14922,2024-08-07,US,en.wikipedia,Lola_Tambling,,432,24035,en
14953,2024-08-10,GB,en.wikipedia,India_Sardjoe,,431,24002,en
15022,2024-08-10,IN,te.wikipedia,శోభితా_ధూళిపాళ్ల,Q16234497,1947,23913,te
15031,2024-08-11,TH,th.wikipedia,พรรคถิ่นกาขาวชาววิไล,,3590,23904,th
15068,2024-08-01,JP,ja.wikipedia,イーロン・マスク,Q317521,1123,23854,ja
15107,2024-08-05,JP,ja.wikipedia,シファン・ハッサン,,243,23811,ja
15193,2024-07-30,CA,ha.wikipedia,Radhika_Anant_Merchant,,97,23705,ha
15332,2024-08-07,GR,el.wikipedia,Σιμόν_Μπάιλς,Q7520267,954,23539,el
15344,2024-08-04,AU,en.wikipedia,Wedding_of_Anant_Ambani_and_Radhika_Merchant,,112,23521,en
15364,2024-07-31,DE,de.wikipedia,Elisa_Mevius,,445,23497,de
15429,2024-07-30,JP,ja.wikipedia,ノア・ライルズ,Q15989263,270,23400,ja
15456,2024-07-31,DE,de.wikipedia,Bocchette-Weg,,503,23365,de
15525,2024-08-01,NO,no.wikipedia,Sommer-OL_2028,Q1451505,123,23280,no
15548,2024-08-08,FR,es.wikipedia,Heptatlón,Q243264,159,23256,es
15613,2024-07-30,HU,hu.wikipedia,2028._évi_nyári_olimpiai_játékok,Q1451505,822,23178,hu
15615,2024-08-06,DK,da.wikipedia,Olympiske_lege,Q5389,743,23176,da
